timestamp,user_id,source,ip_address,country,city,device,status,endpoint,query_type,session_duration,ground_truth_anomaly,ground_truth_type,hour_of_day,day_of_week,is_weekend,fail_count_10min,fail_count_1h,minutes_since_last_login,country_changed,impossible_travel_score,usual_hour_mean,usual_hour_std,usual_country,hour_deviation,is_new_country,source_code,device_code,anomaly_score_if,anomaly_if
2026-06-02 16:23:00.738474,user_0000,api,70.48.153.229,Algerie,Melanieview,desktop,success,/search,,1425.3,0,none,16,1,0,0.0,0.0,34.0,0,0,10.357142857142858,3.587385953461667,Algerie,5.642857142857142,0,0,0,0.10911168030083107,0
2026-06-03 11:58:00.738474,user_0000,api,217.249.148.115,Algerie,Carneystad,mobile,success,/profile,,773.9,0,none,11,2,0,0.0,0.0,1175.0,0,0,10.357142857142858,3.587385953461667,Algerie,0.6428571428571423,0,0,1,0.15779726547024675,0
2026-06-04 10:43:00.738474,user_0000,db,6.132.117.214,Algerie,Lake Victor,desktop,success,,UPDATE,722.7,0,none,10,3,0,0.0,0.0,1365.0,0,0,10.357142857142858,3.587385953461667,Algerie,0.3571428571428576,0,1,0,0.14570137369177583,0
2026-06-04 13:45:00.738474,user_0000,login,210.72.237.234,Algerie,New Jessica,tablet,success,,,1256.7,0,none,13,3,0,0.0,0.0,182.0,0,0,10.357142857142858,3.587385953461667,Algerie,2.6428571428571423,0,2,2,0.1699924370135597,0
2026-06-21 07:25:00.738474,user_0000,login,91.150.87.180,Algerie,Rodneymouth,mobile,success,,,1522.8,0,none,7,6,1,0.0,0.0,24100.0,0,0,10.357142857142858,3.587385953461667,Algerie,3.3571428571428577,0,2,1,0.03923339907806567,0
2026-06-22 12:06:00.738474,user_0000,login,64.241.202.234,Algerie,Port Melindaburgh,tablet,success,,,590.6,0,none,12,0,0,0.0,0.0,1721.0,0,0,10.357142857142858,3.587385953461667,Algerie,1.6428571428571423,0,2,2,0.16465193259621014,0
2026-06-25 06:46:00.738474,user_0000,api,132.211.27.36,Algerie,Mortonside,tablet,success,/profile,,959.6,0,none,6,3,0,0.0,0.0,4000.0,0,0,10.357142857142858,3.587385953461667,Algerie,4.357142857142858,0,0,2,0.11884772078785355,0
2026-06-26 06:45:00.738474,user_0000,login,151.89.105.16,Algerie,West Michael,mobile,fail,,,217.9,0,none,6,4,0,1.0,1.0,1439.0,0,0,10.357142857142858,3.587385953461667,Algerie,4.357142857142858,0,2,1,0.09886450233125726,0
2026-06-28 16:40:00.738474,user_0000,db,111.196.65.254,Algerie,New David,desktop,success,,UPDATE,1044.5,0,none,16,6,1,0.0,0.0,3475.0,0,0,10.357142857142858,3.587385953461667,Algerie,5.642857142857142,0,1,0,0.09281104933644113,0
2026-06-29 07:27:00.738474,user_0000,api,189.138.88.147,Algerie,New Karina,mobile,success,/orders,,818.3,0,none,7,0,0,0.0,0.0,887.0,0,0,10.357142857142858,3.587385953461667,Algerie,3.3571428571428577,0,0,1,0.12464649372706366,0
2026-06-30 07:34:00.738474,user_0000,login,143.106.112.170,Algerie,North Jessicaland,desktop,success,,,235.9,0,none,7,1,0,0.0,0.0,1447.0,0,0,10.357142857142858,3.587385953461667,Algerie,3.3571428571428577,0,2,0,0.14119390515829938,0
2026-06-30 16:04:00.738474,user_0000,login,152.252.171.137,Algerie,Saramouth,mobile,success,,,395.9,0,none,16,1,0,0.0,0.0,510.0,0,0,10.357142857142858,3.587385953461667,Algerie,5.642857142857142,0,2,1,0.16946226417105592,0
2026-07-05 10:24:00.738474,user_0000,db,53.198.170.29,Algerie,Ericmouth,desktop,success,,DELETE,262.0,0,none,10,6,1,0.0,0.0,6860.0,0,0,10.357142857142858,3.587385953461667,Algerie,0.3571428571428576,0,1,0,0.056048385987293226,0
2026-07-06 15:03:00.738474,user_0000,db,66.13.238.40,Algerie,Richardland,desktop,success,,UPDATE,803.7,0,none,15,0,0,0.0,0.0,1719.0,0,0,10.357142857142858,3.587385953461667,Algerie,4.642857142857142,0,1,0,0.1438529318331172,0
2026-07-09 06:59:00.738474,user_0000,login,159.37.159.222,Algerie,East Kenneth,tablet,success,,,1071.7,0,none,6,3,0,0.0,0.0,3836.0,0,0,10.357142857142858,3.587385953461667,Algerie,4.357142857142858,0,2,2,0.13204174294542043,0
2026-07-11 15:56:00.738474,user_0000,login,35.230.186.146,Algerie,Brianshire,tablet,success,,,108.1,0,none,15,5,1,0.0,0.0,3417.0,0,0,10.357142857142858,3.587385953461667,Algerie,4.642857142857142,0,2,2,0.11314513798298143,0
2026-07-13 11:10:00.738474,user_0000,api,222.95.235.165,Algerie,Lisatown,mobile,success,/orders,,1646.1,0,none,11,0,0,0.0,0.0,2594.0,0,0,10.357142857142858,3.587385953461667,Algerie,0.6428571428571423,0,0,1,0.12096010242609267,0
2026-07-13 12:14:00.738474,user_0000,api,122.40.218.103,Algerie,Lake Mark,tablet,success,/settings,,187.2,0,none,12,0,0,0.0,0.0,64.0,0,0,10.357142857142858,3.587385953461667,Algerie,1.6428571428571423,0,0,2,0.11375478748240825,0
2026-07-14 09:14:00.738474,user_0000,login,209.129.250.50,Algerie,East Courtneychester,mobile,success,,,1396.1,0,none,9,1,0,0.0,0.0,1260.0,0,0,10.357142857142858,3.587385953461667,Algerie,1.3571428571428577,0,2,1,0.15655936482313848,0
2026-07-15 11:35:00.738474,user_0000,api,217.66.170.137,Algerie,Port Jesseville,tablet,success,/settings,,550.9,0,none,11,2,0,0.0,0.0,1581.0,0,0,10.357142857142858,3.587385953461667,Algerie,0.6428571428571423,0,0,2,0.13668472686517957,0
2026-07-16 14:42:00.738474,user_0000,db,141.174.9.32,Algerie,Barreraburgh,tablet,success,,SELECT,156.0,0,none,14,3,0,0.0,0.0,1627.0,0,0,10.357142857142858,3.587385953461667,Algerie,3.6428571428571423,0,1,2,0.13694923085625532,0
2026-07-18 12:29:00.738474,user_0000,api,206.228.160.231,Algerie,Lake Chad,mobile,success,/orders,,54.8,0,none,12,5,1,0.0,0.0,2747.0,0,0,10.357142857142858,3.587385953461667,Algerie,1.6428571428571423,0,0,1,0.10438061434623075,0
2026-07-19 14:12:00.738474,user_0000,login,210.40.36.184,Algerie,Port Markhaven,mobile,success,,,1573.8,0,none,14,6,1,0.0,0.0,1543.0,0,0,10.357142857142858,3.587385953461667,Algerie,3.6428571428571423,0,2,1,0.12780531763665837,0
2026-07-20 05:54:00.738474,user_0000,db,220.54.57.164,Algerie,Riceside,tablet,success,,INSERT,458.7,0,none,5,0,0,0.0,0.0,942.0,0,0,10.357142857142858,3.587385953461667,Algerie,5.357142857142858,0,1,2,0.10125122717682555,0
2026-07-22 06:23:00.738474,user_0000,api,219.247.26.45,Algerie,New Stephanie,mobile,success,/search,,1161.6,0,none,6,2,0,0.0,0.0,2909.0,0,0,10.357142857142858,3.587385953461667,Algerie,4.357142857142858,0,0,1,0.12967750760040248,0
2026-07-23 15:20:00.738474,user_0000,api,211.38.61.61,Algerie,South Jessicaville,desktop,fail,/search,,332.9,0,none,15,3,0,1.0,1.0,1977.0,0,0,10.357142857142858,3.587385953461667,Algerie,4.642857142857142,0,0,0,0.05663069593583303,0
2026-07-23 16:14:00.738474,user_0000,api,194.131.121.13,Algerie,Arroyoburgh,mobile,success,/search,,914.9,0,none,16,3,0,0.0,1.0,54.0,0,0,10.357142857142858,3.587385953461667,Algerie,5.642857142857142,0,0,1,0.10622053954277177,0
2026-07-24 15:39:00.738474,user_0000,login,37.144.103.224,Algerie,Johnsonland,tablet,success,,,663.1,0,none,15,4,0,0.0,0.0,1405.0,0,0,10.357142857142858,3.587385953461667,Algerie,4.642857142857142,0,2,2,0.16846293502227466,0
2026-07-29 10:00:00.738474,user_0000,db,171.206.82.98,Algerie,East Jeffreymouth,desktop,success,,DELETE,173.3,0,none,10,2,0,0.0,0.0,6861.0,0,0,10.357142857142858,3.587385953461667,Algerie,0.3571428571428576,0,1,0,0.10889518165683976,0
2026-08-02 10:35:00.738474,user_0000,login,92.182.21.159,Algerie,South Isaiah,desktop,fail,,,1023.7,0,none,10,6,1,1.0,1.0,5795.0,0,0,10.357142857142858,3.587385953461667,Algerie,0.3571428571428576,0,2,0,0.019990875868969082,0
2026-05-10 14:35:00.738474,user_0001,api,180.189.47.46,Belgique,Andersonport,tablet,success,/search,,861.4,0,none,14,6,1,0.0,0.0,38349.0,0,0,11.826086956521738,4.853611516905041,Belgique,2.1739130434782616,0,0,2,0.00048804530302171134,0
2026-05-14 12:13:00.738474,user_0001,login,216.88.49.76,Belgique,Lake Jennifer,tablet,success,,,757.7,0,none,12,3,0,0.0,0.0,5618.0,0,0,11.826086956521738,4.853611516905041,Belgique,0.1739130434782616,0,2,2,0.1513786492387174,0
2026-05-15 15:00:00.738474,user_0001,login,184.201.128.149,Belgique,Jonesport,tablet,success,,,1417.7,0,none,15,4,0,0.0,0.0,1607.0,0,0,11.826086956521738,4.853611516905041,Belgique,3.1739130434782616,0,2,2,0.1608973720759222,0
2026-05-15 15:18:00.738474,user_0001,login,221.1.11.39,Belgique,East Michelle,mobile,success,,,1783.9,0,none,15,4,0,0.0,0.0,18.0,0,0,11.826086956521738,4.853611516905041,Belgique,3.1739130434782616,0,2,1,0.15492737175548937,0
2026-05-16 13:31:00.738474,user_0001,login,120.204.194.248,Belgique,New Jasonview,mobile,success,,,947.9,0,none,13,5,1,0.0,0.0,1333.0,0,0,11.826086956521738,4.853611516905041,Belgique,1.1739130434782616,0,2,1,0.14242720995065045,0
2026-05-17 15:20:00.738474,user_0001,login,167.135.242.66,Belgique,East Lisa,tablet,success,,,1736.3,0,none,15,6,1,0.0,0.0,1549.0,0,0,11.826086956521738,4.853611516905041,Belgique,3.1739130434782616,0,2,2,0.10246088103738488,0
2026-05-19 12:38:00.738474,user_0001,db,106.24.19.210,Belgique,Stephenland,tablet,success,,DELETE,1656.4,0,none,12,1,0,0.0,0.0,2718.0,0,0,11.826086956521738,4.853611516905041,Belgique,0.1739130434782616,0,1,2,0.10079368843011233,0
2026-05-19 14:15:00.738474,user_0001,api,167.34.118.78,Belgique,Lake Michelle,tablet,success,/orders,,267.0,0,none,14,1,0,0.0,0.0,97.0,0,0,11.826086956521738,4.853611516905041,Belgique,2.1739130434782616,0,0,2,0.1324804746386541,0
2026-05-20 10:42:00.738474,user_0001,api,201.87.59.151,Belgique,Port Stephaniebury,mobile,success,/orders,,174.2,0,none,10,2,0,0.0,0.0,1227.0,0,0,11.826086956521738,4.853611516905041,Belgique,1.8260869565217384,0,0,1,0.14204330398026188,0
2026-05-20 12:04:00.738474,user_0001,db,176.222.5.31,Belgique,Lake Roymouth,mobile,success,,DELETE,1753.0,0,none,12,2,0,0.0,0.0,82.0,0,0,11.826086956521738,4.853611516905041,Belgique,0.1739130434782616,0,1,1,0.12285004098430152,0
2026-05-22 10:40:00.738474,user_0001,api,223.36.87.88,Belgique,Lake Christopher,tablet,success,/profile,,1524.1,0,none,10,4,0,0.0,0.0,2796.0,0,0,11.826086956521738,4.853611516905041,Belgique,1.8260869565217384,0,0,2,0.12077510497622507,0
2026-05-22 18:07:00.738474,user_0001,login,200.109.37.56,Belgique,Robinsonhaven,desktop,fail,,,44.0,0,none,18,4,0,1.0,1.0,447.0,0,0,11.826086956521738,4.853611516905041,Belgique,6.173913043478262,0,2,0,0.09626853391876594,0
2026-05-24 07:05:00.738474,user_0001,login,170.40.218.51,Belgique,Jasonbury,mobile,success,,,1768.5,0,none,7,6,1,0.0,0.0,2218.0,0,0,11.826086956521738,4.853611516905041,Belgique,4.826086956521738,0,2,1,0.0700278388687664,0
2026-05-26 18:05:00.738474,user_0001,login,211.252.238.58,Belgique,Williamchester,tablet,success,,,435.2,0,none,18,1,0,0.0,0.0,3540.0,0,0,11.826086956521738,4.853611516905041,Belgique,6.173913043478262,0,2,2,0.1348099673895713,0
2026-05-27 03:56:39.000000,user_0001,login,77.36.206.190,Belgique,New Sharonmouth,mobile,success,,,252.0,1,unusual_hour,3,2,0,0.0,0.0,591.6376921,0,0,11.826086956521738,4.853611516905041,Belgique,8.826086956521738,0,2,1,0.11255489071671121,0
2026-05-28 08:41:00.738474,user_0001,api,166.180.79.168,Belgique,South Jeffrey,mobile,success,/profile,,370.8,0,none,8,3,0,0.0,0.0,1724.3623079,0,0,11.826086956521738,4.853611516905041,Belgique,3.8260869565217375,0,0,1,0.14991599862673838,0
2026-05-28 09:58:00.738474,user_0001,db,195.190.222.9,Belgique,South Rachelborough,desktop,success,,INSERT,287.4,0,none,9,3,0,0.0,0.0,77.0,0,0,11.826086956521738,4.853611516905041,Belgique,2.8260869565217384,0,1,0,0.15755833730570773,0
2026-05-30 06:57:00.738474,user_0001,db,152.227.9.83,Belgique,Elizabethfurt,mobile,success,,DELETE,75.6,0,none,6,5,1,0.0,0.0,2699.0,0,0,11.826086956521738,4.853611516905041,Belgique,5.826086956521738,0,1,1,0.07790757927593223,0
2026-05-31 20:45:06.000000,user_0001,login,126.93.86.173,Belgique,North Mark,desktop,success,,,73.9,0,none,20,6,1,0.0,0.0,2268.0876921,0,0,11.826086956521738,4.853611516905041,Belgique,8.173913043478262,0,2,0,0.0744650588482697,0
2026-05-31 20:59:06.000000,user_0001,login,205.140.245.206,Algerie,East Kevin,mobile,success,,,392.3,1,impossible_travel,20,6,1,0.0,0.0,14.0,1,1,11.826086956521738,4.853611516905041,Belgique,8.173913043478262,1,2,1,-0.09539344204886435,1
2026-06-01 09:12:00.738474,user_0001,db,143.242.221.81,Belgique,South Dennismouth,desktop,success,,DELETE,1399.3,0,none,9,0,0,0.0,0.0,732.9123079,1,0,11.826086956521738,4.853611516905041,Belgique,2.8260869565217384,0,1,0,0.037799111060235036,0
2026-06-02 14:33:00.738474,user_0001,login,214.95.69.189,Belgique,North Brandon,desktop,fail,,,719.7,0,none,14,1,0,1.0,1.0,1761.0,0,0,11.826086956521738,4.853611516905041,Belgique,2.1739130434782616,0,2,0,0.09670163292952827,0
2026-06-04 10:44:00.738474,user_0001,login,206.137.211.130,Belgique,Salazarhaven,tablet,success,,,828.2,0,none,10,3,0,0.0,0.0,2651.0,0,0,11.826086956521738,4.853611516905041,Belgique,1.8260869565217384,0,2,2,0.1666020118549888,0
2026-06-09 05:15:09.000000,user_0001,login,169.99.254.154,Belgique,West Brandi,desktop,success,,,187.7,0,none,5,1,0,0.0,0.0,6871.1376921,0,0,11.826086956521738,4.853611516905041,Belgique,6.826086956521738,0,2,0,0.0977192192791222,0
2026-06-09 05:22:09.000000,user_0001,login,36.140.254.86,Algerie,Lake James,desktop,success,,,97.0,1,impossible_travel,5,1,0,0.0,0.0,7.0,1,1,11.826086956521738,4.853611516905041,Belgique,6.826086956521738,1,2,0,-0.11280956704791123,1
2026-06-10 08:18:00.738474,user_0001,db,210.104.101.204,Belgique,New Barry,mobile,success,,DELETE,1048.8,0,none,8,2,0,0.0,0.0,1615.8623079,1,0,11.826086956521738,4.853611516905041,Belgique,3.8260869565217375,0,1,1,0.04626316533284802,0
2026-06-11 08:09:00.738474,user_0001,api,155.232.93.205,Belgique,New Saraside,tablet,success,/profile,,612.8,0,none,8,3,0,0.0,0.0,1431.0,0,0,11.826086956521738,4.853611516905041,Belgique,3.8260869565217375,0,0,2,0.1436028200735711,0
2026-06-15 01:37:52.000000,user_0001,login,204.123.47.161,Belgique,Silvashire,tablet,success,,,533.9,0,none,1,0,0,0.0,0.0,5368.854358766666,0,0,11.826086956521738,4.853611516905041,Belgique,10.826086956521738,0,2,2,0.05703906644088441,0
2026-06-15 01:46:52.000000,user_0001,login,194.30.60.82,Tunisie,Schwartzside,mobile,success,,,277.0,1,impossible_travel,1,0,0,0.0,0.0,9.0,1,1,11.826086956521738,4.853611516905041,Belgique,10.826086956521738,1,2,1,-0.13097057907706844,1
2026-06-17 17:15:00.738474,user_0001,login,163.248.126.54,Belgique,Erikville,mobile,success,,,128.0,0,none,17,2,0,0.0,0.0,3808.1456412333337,1,0,11.826086956521738,4.853611516905041,Belgique,5.173913043478262,0,2,1,0.03701065703920481,0
2026-06-19 14:41:00.738474,user_0001,login,198.169.93.111,Belgique,Arnoldchester,desktop,success,,,670.0,0,none,14,4,0,0.0,0.0,2726.0,0,0,11.826086956521738,4.853611516905041,Belgique,2.1739130434782616,0,2,0,0.17787411741954268,0
2026-06-21 10:01:00.738474,user_0001,db,178.84.155.222,Belgique,Perryshire,mobile,success,,SELECT,1676.2,0,none,10,6,1,0.0,0.0,2600.0,0,0,11.826086956521738,4.853611516905041,Belgique,1.8260869565217384,0,1,1,0.0789707307157756,0
2026-06-21 11:24:00.738474,user_0001,login,214.216.179.181,Belgique,South Rickside,mobile,success,,,441.6,0,none,11,6,1,0.0,0.0,83.0,0,0,11.826086956521738,4.853611516905041,Belgique,0.8260869565217384,0,2,1,0.12989235317490722,0
2026-06-22 15:10:00.738474,user_0001,login,155.131.73.146,Belgique,Stevenmouth,desktop,success,,,1444.3,0,none,15,0,0,0.0,0.0,1666.0,0,0,11.826086956521738,4.853611516905041,Belgique,3.1739130434782616,0,2,0,0.1541075509431027,0
2026-06-22 17:27:00.738474,user_0001,login,186.152.199.155,Belgique,North Natalieview,tablet,success,,,1493.8,0,none,17,0,0,0.0,0.0,137.0,0,0,11.826086956521738,4.853611516905041,Belgique,5.173913043478262,0,2,2,0.12714016013462287,0
2026-06-24 11:24:00.738474,user_0001,login,2.70.113.58,Belgique,West Justin,desktop,success,,,146.7,0,none,11,2,0,0.0,0.0,2517.0,0,0,11.826086956521738,4.853611516905041,Belgique,0.8260869565217384,0,2,0,0.15662445027501837,0
2026-06-28 07:16:00.738474,user_0001,login,143.210.198.156,Belgique,Katiehaven,desktop,success,,,1199.2,0,none,7,6,1,0.0,0.0,5512.0,0,0,11.826086956521738,4.853611516905041,Belgique,4.826086956521738,0,2,0,0.07727967143721515,0
2026-06-28 08:04:00.738474,user_0001,api,166.16.230.166,Belgique,Karenchester,mobile,success,/search,,193.7,0,none,8,6,1,0.0,0.0,48.0,0,0,11.826086956521738,4.853611516905041,Belgique,3.8260869565217375,0,0,1,0.08604518247684978,0
2026-06-29 08:45:00.738474,user_0001,login,47.13.148.165,Belgique,Wilsonshire,tablet,success,,,1010.1,0,none,8,0,0,0.0,0.0,1481.0,0,0,11.826086956521738,4.853611516905041,Belgique,3.8260869565217375,0,2,2,0.13926605472981818,0
2026-06-30 08:07:00.738474,user_0001,login,49.181.32.252,Belgique,North Matthewberg,mobile,success,,,1068.6,0,none,8,1,0,0.0,0.0,1402.0,0,0,11.826086956521738,4.853611516905041,Belgique,3.8260869565217375,0,2,1,0.1640623657088443,0
2026-06-30 15:55:00.738474,user_0001,api,146.236.3.200,Belgique,East Robert,tablet,success,/orders,,438.1,0,none,15,1,0,0.0,0.0,468.0,0,0,11.826086956521738,4.853611516905041,Belgique,3.1739130434782616,0,0,2,0.1362721744476208,0
2026-07-01 17:36:00.738474,user_0001,db,48.229.28.185,Belgique,Kington,tablet,success,,UPDATE,575.9,0,none,17,2,0,0.0,0.0,1541.0,0,0,11.826086956521738,4.853611516905041,Belgique,5.173913043478262,0,1,2,0.13836875826474943,0
2026-07-04 10:00:00.738474,user_0001,api,181.145.161.200,Belgique,Richardtown,mobile,success,/settings,,1387.3,0,none,10,5,1,0.0,0.0,3864.0,0,0,11.826086956521738,4.853611516905041,Belgique,1.8260869565217384,0,0,1,0.10557881124068086,0
2026-07-07 01:42:47.000000,user_0001,login,194.77.84.53,Belgique,Scottchester,mobile,success,,,270.1,1,unusual_hour,1,1,0,0.0,0.0,3822.771025433333,0,0,11.826086956521738,4.853611516905041,Belgique,10.826086956521738,0,2,1,0.07157785361944036,0
2026-07-07 18:08:00.738474,user_0001,login,88.67.60.220,Belgique,Jasonmouth,mobile,success,,,1444.1,0,none,18,1,0,0.0,0.0,985.2289745666666,0,0,11.826086956521738,4.853611516905041,Belgique,6.173913043478262,0,2,1,0.14037805372285145,0
2026-07-08 14:38:00.738474,user_0001,login,109.29.135.198,Belgique,East Edwardfurt,tablet,success,,,702.5,0,none,14,2,0,0.0,0.0,1230.0,0,0,11.826086956521738,4.853611516905041,Belgique,2.1739130434782616,0,2,2,0.17909310798089018,0
2026-07-11 15:16:00.738474,user_0001,login,16.203.12.199,Belgique,Lake Sandra,mobile,success,,,703.5,0,none,15,5,1,0.0,0.0,4358.0,0,0,11.826086956521738,4.853611516905041,Belgique,3.1739130434782616,0,2,1,0.13997517233215123,0
2026-07-13 12:29:00.738474,user_0001,api,220.44.20.214,Belgique,Smithstad,tablet,success,/settings,,866.6,0,none,12,0,0,0.0,0.0,2713.0,0,0,11.826086956521738,4.853611516905041,Belgique,0.1739130434782616,0,0,2,0.11758528115647088,0
2026-07-15 17:45:18.000000,user_0001,login,130.177.173.39,Belgique,Lake Tyroneborough,desktop,fail,,,0.0,1,brute_force,17,2,0,1.0,1.0,3196.2876921,0,0,11.826086956521738,4.853611516905041,Belgique,5.173913043478262,0,2,0,0.09252435399628672,0
2026-07-15 17:46:18.000000,user_0001,login,56.127.236.28,Belgique,Frankfort,mobile,fail,,,0.0,1,brute_force,17,2,0,2.0,2.0,1.0,0,0,11.826086956521738,4.853611516905041,Belgique,5.173913043478262,0,2,1,0.09077207051592034,0
2026-07-15 17:47:18.000000,user_0001,login,155.100.67.170,Belgique,New Rebecca,desktop,fail,,,0.0,1,brute_force,17,2,0,3.0,3.0,1.0,0,0,11.826086956521738,4.853611516905041,Belgique,5.173913043478262,0,2,0,0.05862140736429866,0
2026-07-15 17:48:18.000000,user_0001,login,120.148.55.14,Belgique,West Erikaview,tablet,fail,,,0.0,1,brute_force,17,2,0,4.0,4.0,1.0,0,0,11.826086956521738,4.853611516905041,Belgique,5.173913043478262,0,2,2,0.04702911004025101,0
2026-07-15 17:49:18.000000,user_0001,login,192.52.209.19,Belgique,Osbornhaven,tablet,fail,,,0.0,1,brute_force,17,2,0,5.0,5.0,1.0,0,0,11.826086956521738,4.853611516905041,Belgique,5.173913043478262,0,2,2,0.03592930857649279,0
2026-07-15 17:50:18.000000,user_0001,login,191.246.200.114,Belgique,East Christopher,desktop,fail,,,0.0,1,brute_force,17,2,0,6.0,6.0,1.0,0,0,11.826086956521738,4.853611516905041,Belgique,5.173913043478262,0,2,0,0.02479587138242001,0
2026-07-15 17:51:18.000000,user_0001,login,203.56.158.120,Belgique,Lake Nicoleville,mobile,fail,,,0.0,1,brute_force,17,2,0,7.0,7.0,1.0,0,0,11.826086956521738,4.853611516905041,Belgique,5.173913043478262,0,2,1,0.0015296325965729052,0
2026-07-15 17:52:18.000000,user_0001,login,136.64.102.82,Belgique,Morganside,mobile,fail,,,0.0,1,brute_force,17,2,0,8.0,8.0,1.0,0,0,11.826086956521738,4.853611516905041,Belgique,5.173913043478262,0,2,1,-0.028992283943222064,1
2026-07-15 17:53:18.000000,user_0001,login,29.225.87.48,Belgique,Davidport,tablet,fail,,,0.0,1,brute_force,17,2,0,9.0,9.0,1.0,0,0,11.826086956521738,4.853611516905041,Belgique,5.173913043478262,0,2,2,-0.061049843020212324,1
2026-07-19 03:10:52.000000,user_0001,login,203.25.231.105,Belgique,West Devinstad,mobile,success,,,373.8,1,unusual_hour,3,6,1,0.0,0.0,4877.566666666667,0,0,11.826086956521738,4.853611516905041,Belgique,8.826086956521738,0,2,1,0.05265438242117482,0
2026-07-21 08:58:00.738474,user_0001,login,142.144.236.174,Belgique,North Donna,mobile,success,,,565.3,0,none,8,1,0,0.0,0.0,3227.1456412333337,0,0,11.826086956521738,4.853611516905041,Belgique,3.8260869565217375,0,2,1,0.162072921939393,0
2026-07-23 09:15:00.738474,user_0001,login,203.178.112.228,Belgique,Ryanmouth,tablet,success,,,1390.3,0,none,9,3,0,0.0,0.0,2897.0,0,0,11.826086956521738,4.853611516905041,Belgique,2.8260869565217384,0,2,2,0.14873765012059414,0
2026-07-25 08:10:00.738474,user_0001,api,164.215.28.54,Belgique,Lake Lisaport,mobile,success,/search,,1312.0,0,none,8,5,1,0.0,0.0,2815.0,0,0,11.826086956521738,4.853611516905041,Belgique,3.8260869565217375,0,0,1,0.10589801765209961,0
2026-07-26 08:52:00.738474,user_0001,login,212.76.28.225,Belgique,Darrellville,desktop,success,,,1088.3,0,none,8,6,1,0.0,0.0,1482.0,0,0,11.826086956521738,4.853611516905041,Belgique,3.8260869565217375,0,2,0,0.11835478947551853,0
